"state","puma22","cd118","stab","PUMA22name","pop20","afact"
"26","00600","02","MI","Newaygo, Mason, Oceana & Lake Counties",117785,1 
"26","00700","02","MI","Muskegon County",66415,0.3777 
"26","00700","03","MI","Muskegon County",109409,0.6223 
"26","00801","03","MI","Ottawa County (West)",58217,0.3856 
"26","00801","04","MI","Ottawa County (West)",92777,0.6144 
"26","00802","02","MI","Ottawa County (East)",2096,0.0144 
"26","00802","03","MI","Ottawa County (East)",48646,0.335 
"26","00802","04","MI","Ottawa County (East)",94464,0.6506 
"26","00900","04","MI","Allegan County",120502,1 
"26","01001","03","MI","Kent County (Southwest)",152889,1 
"26","01002","03","MI","Kent County (Central)--Grand Rapids City Area",199156,1 
"26","01003","02","MI","Kent County (Southeast)",34259,0.1908 
"26","01003","03","MI","Kent County (Southeast)",145281,0.8092 
"26","01004","02","MI","Kent County (North)",64573,0.5109 
"26","01004","03","MI","Kent County (North)",61816,0.4891 
"26","01100","02","MI","Ionia, Montcalm, Mecosta & Osceola Counties",196023,1 
"26","01200","02","MI","Isabella, Gratiot & Clare Counties",137011,1 
"26","01300","01","MI","Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties",84468,0.7689 
"26","01300","02","MI","Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties",25386,0.2311 
"26","01400","02","MI","Bay & Midland Counties",9651,0.0515 
"26","01400","08","MI","Bay & Midland Counties",177699,0.9485 
"26","01500","08","MI","Saginaw County",190124,1 
"26","01600","08","MI","Tuscola, Sanilac & Huron Counties",1398,0.0112 
"26","01600","09","MI","Tuscola, Sanilac & Huron Counties",123943,0.9888 
"26","01701","08","MI","Genesee (East, excluding Grand Blanc area) & Lapeer Counties",54007,0.3787 
"26","01701","09","MI","Genesee (East, excluding Grand Blanc area) & Lapeer Counties",88619,0.6213 
"26","01702","08","MI","Genesee County (Central)--Outside Flint City, including Grand Blanc area",129704,1 
"26","01703","08","MI","Genesee County (Central)--Flint City and Mount Morris City Area",104408,1 
"26","01704","07","MI","Genesee (West) & Shiawassee Counties",68297,0.3668 
"26","01704","08","MI","Genesee (West) & Shiawassee Counties",117889,0.6332 
"26","01801","07","MI","Ingham County (South & East)",174028,1 
"26","01802","07","MI","Ingham County (Northwest)",110872,1 
"26","01900","02","MI","Eaton & Clinton Counties",4786,0.0254 
"26","01900","07","MI","Eaton & Clinton Counties",183517,0.9746 
"26","02000","02","MI","Calhoun & Barry Counties",62423,0.3173 
"26","02000","04","MI","Calhoun & Barry Counties",87736,0.446 
"26","02000","05","MI","Calhoun & Barry Counties",46574,0.2367 
"26","02101","04","MI","Kalamazoo County (Outer)",121236,0.8749 
"26","02101","05","MI","Kalamazoo County (Outer)",17338,0.1251 
"26","02102","04","MI","Kalamazoo County (Central)--Kalamazoo & Portage Cities Area",123096,1 
"26","02200","05","MI","St. Joseph & Branch Counties",105801,1 
"26","02300","04","MI","Van Buren & Cass Counties",75587,0.5943 
"26","02300","05","MI","Van Buren & Cass Counties",51589,0.4057 
"26","02400","04","MI","Berrien County",59202,0.3836 
"26","02400","05","MI","Berrien County",95114,0.6164 
"26","02500","05","MI","Lenawee & Hillsdale Counties",145169,1 
"26","02600","05","MI","Jackson County",160366,1 
"26","02701","06","MI","Washtenaw County (West, Northeast & Southeast)",115367,1 
"26","02702","06","MI","Washtenaw County (East Central)--Ann Arbor City Area",124972,1 
"26","02703","06","MI","Washtenaw County (East Central)--Outside Ann Arbor City",131919,1 
"26","02800","07","MI","Livingston County",193866,1 
"26","02901","07","MI","Oakland County (West)",44658,0.3166 
"26","02901","09","MI","Oakland County (West)",66737,0.4731 
"26","02901","11","MI","Oakland County (West)",29679,0.2104 
"26","02902","09","MI","Oakland County (Northeast)",139946,1 
"26","02903","10","MI","Oakland County (East Central)--Troy & Rochester Area",88973,0.5048 
"26","02903","11","MI","Oakland County (East Central)--Troy & Rochester Area",87294,0.4952 
"26","02904","10","MI","Oakland County (Central)",362,0.0023 
"26","02904","11","MI","Oakland County (Central)",156818,0.9977 
"26","02905","06","MI","Oakland County (Southwest)",62559,0.4559 
"26","02905","11","MI","Oakland County (Southwest)",74669,0.5441 
"26","02906","11","MI","Oakland County (Central)--Birmingham & Bloomfield Area",143141,0.9058 
"26","02906","12","MI","Oakland County (Central)--Birmingham & Bloomfield Area",14886,0.0942 
"26","02907","11","MI","Oakland County (South Central)--Farmington & Southfield Area",95583,0.5422 
"26","02907","12","MI","Oakland County (South Central)--Farmington & Southfield Area",80706,0.4578 
"26","02908","11","MI","Oakland County (Southeast)",188384,1 
"26","03001","09","MI","Macomb County (North)",126387,1 
"26","03002","09","MI","Macomb County (Central)",68947,0.391 
"26","03002","10","MI","Macomb County (Central)",107369,0.609 
"26","03003","10","MI","Macomb County (Southwest)--Sterling Heights City",134346,1 
"26","03004","10","MI","Macomb County (Southeast)--Mount Clemens & Fraser Area",155250,1 
"26","03005","10","MI","Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area",140979,1 
"26","03006","10","MI","Macomb County (Southwest)--Warren & Center Line Cities",147939,1 
"26","03100","09","MI","St. Clair County",160383,1 
"26","03201","06","MI","Wayne County (Northwest)",204901,1 
"26","03202","12","MI","Wayne County (North Central)--Livonia City & Redford Charter Township",145039,1 
"26","03203","12","MI","Wayne County (Central)--Dearborn & Dearborn Heights Cities",153066,0.8834 
"26","03203","13","MI","Wayne County (Central)--Dearborn & Dearborn Heights Cities",20202,0.1166 
"26","03204","12","MI","Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities",138888,0.8869 
"26","03204","13","MI","Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities",17713,0.1131 
"26","03205","06","MI","Wayne County (Southwest)",26604,0.231 
"26","03205","13","MI","Wayne County (Southwest)",88587,0.769 
"26","03206","06","MI","Wayne County (Southeast)--Downriver Area (South)",106735,0.7805 
"26","03206","13","MI","Wayne County (Southeast)--Downriver Area (South)",30014,0.2195 
"26","03207","13","MI","Wayne County (Southeast)--Downriver Area (North)",123321,1 
"26","03208","12","MI","Detroit City (Northwest)",146374,0.9469 
"26","03208","13","MI","Detroit City (Northwest)",8212,0.0531 
"26","03209","12","MI","Detroit City (North Central)",96288,0.7615 
"26","03209","13","MI","Detroit City (North Central)",30160,0.2385 
"26","03210","13","MI","Detroit City (Northeast)",108909,1 
"26","03211","13","MI","Detroit City (South Central & Southeast)",122822,1 
"26","03212","13","MI","Detroit City (Southwest)",106725,1 
"26","03213","13","MI","Wayne County (Northeast)--I-94 Corridor",119001,1 
"26","03300","05","MI","Monroe County",152593,0.9857 
"26","03300","06","MI","Monroe County",2216,0.0143 
"27","00101","07","MN","Northwest Minnesota",115326,0.7837 
"27","00101","08","MN","Northwest Minnesota",31835,0.2163 
"27","00201","07","MN","North Central Minnesota",12372,0.0856 
"27","00201","08","MN","North Central Minnesota",132200,0.9144 
"27","00301","08","MN","Cook, Lake & St. Louis (North) Counties",103957,1 
"27","00401","08","MN","St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities",102519,1 
"27","00501","08","MN","Aitkin, Carlton, Kanabec, Pine & St. Louis (Southwest) Counties",107072,1 
"27","00600","07","MN","Crow Wing, Morrison, Todd & Wadena Counties",73337,0.5259 
"27","00600","08","MN","Crow Wing, Morrison, Todd & Wadena Counties",66123,0.4741 
"27","00700","07","MN","Clay, Otter Tail & Wilkin Counties",131905,1 
"27","00800","07","MN","West Central Minnesota",113268,1 
"27","00901","06","MN","Benton (Northwest) & Stearns (West) Counties",50918,0.484 
"27","00901","07","MN","Benton (Northwest) & Stearns (West) Counties",54275,0.516 
"27","01001","06","MN","Benton (Southwest), Sherburne (Northwest) & Stearns (East) Counties--St. Cloud City PUM",105061,1 
"27","01101","06","MN","Sherburne (East) & Wright (North) Counties",102817,1 
"27","01200","08","MN","Chisago, Isanti & Mille Lacs Counties",124215,1 
"27","01301","03","MN","Anoka County (North)--Andover, Ramsey, Ham Lake & East Bethel Cities",1510,0.0126 
"27","01301","06","MN","Anoka County (North)--Andover, Ramsey, Ham Lake & East Bethel Cities",118563,0.9874 
"27","01302","03","MN","Anoka County (Southwest)--Coon Rapids, Fridley, Columbia Heights & Anoka Cities",81520,0.5781 
"27","01302","05","MN","Anoka County (Southwest)--Coon Rapids, Fridley, Columbia Heights & Anoka Cities",59504,0.4219 
"27","01303","06","MN","Anoka County (Southeast)--Blaine & Lino Lakes Cities",102790,1 
"27","01401","04","MN","Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities",90409,0.6658 
"27","01401","08","MN","Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities",45391,0.3342 
"27","01402","02","MN","Washington County (South)--Woodbury & Cottage Grove Cities",57572,0.4369 
"27","01402","04","MN","Washington County (South)--Woodbury & Cottage Grove Cities",74196,0.5631 
"27","01501","04","MN","Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities",128371,0.9724 
"27","01501","05","MN","Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities",3645,0.0276 
"27","01502","04","MN","Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities P",108809,1 
"27","01503","04","MN","Ramsey County--St. Paul City (Northwest)",102290,1 
"27","01504","04","MN","Ramsey County--St. Paul City (Southwest)",103003,1 
"27","01505","04","MN","Ramsey County--St. Paul City (East)",106234,1 
"27","01601","03","MN","Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka",119817,0.9907 
"27","01601","06","MN","Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka",1121,0.0093 
"27","01602","03","MN","Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities",118256,1 
"27","01603","03","MN","Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities",122526,1 
"27","01604","05","MN","Hennepin County--Brooklyn Center, Crystal, Golden Valley, New Hope & Robbinsdale",116296,1 
"27","01605","03","MN","Hennepin County--Eden Prairie & Minnetonka Cities",117979,1 
"27","01606","03","MN","Hennepin County--Edina, St. Louis Park & Hopkins Cities",61716,0.5035 
"27","01606","05","MN","Hennepin County--Edina, St. Louis Park & Hopkins Cities",60867,0.4965 
"27","01607","03","MN","Hennepin County--Bloomington & Richfield Cities",89987,0.7062 
"27","01607","05","MN","Hennepin County--Bloomington & Richfield Cities",37434,0.2938 
"27","01608","05","MN","Hennepin County--Minneapolis (North) & St. Anthony Cities",112796,1 
"27","01609","05","MN","Hennepin County--Minneapolis City (East)",111865,1 
"27","01610","05","MN","Hennepin County--Minneapolis City (Southwest)",106733,1 
"27","01611","05","MN","Hennepin County--Minneapolis City (Central)",104172,1 
"27","01701","02","MN","Dakota County (Northwest)--Eagan, West St. Paul & Mendota Heights Cities",102206,1 
"27","01702","02","MN","Dakota County (Northeast)--Inver Grove Heights, Rosemount, Hastings & South St. Paul PU",109617,1 
"27","01703","02","MN","Dakota County (West)--Burnsville & Apple Valley Cities",120691,1 
"27","01704","02","MN","Dakota County (South)--Lakeville & Farmington Cities",107368,1 
"27","01800","02","MN","Scott County",150928,1 
"27","01900","06","MN","Carver County",106922,1 
"27","02001","06","MN","Wright (South) County",125120,1 
"27","02100","07","MN","Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",133462,1 
"27","02200","01","MN","Southwest Minnesota",41983,0.3575 
"27","02200","07","MN","Southwest Minnesota",75454,0.6425 
"27","02300","01","MN","Brown, Martin, Faribault, Freeborn & Watonwan Counties",98093,0.9616 
"27","02300","07","MN","Brown, Martin, Faribault, Freeborn & Watonwan Counties",3913,0.0384 
"27","02400","01","MN","Blue Earth & Nicollet Counties--Mankato City",103566,1 
"27","02500","01","MN","Le Sueur, Rice, Steele & Waseca Counties",87215,0.5732 
"27","02500","02","MN","Le Sueur, Rice, Steele & Waseca Counties",64930,0.4268 
"27","02600","01","MN","Goodhue, Wabasha & Winona Counties",118640,1 
"27","02700","01","MN","Olmsted County--Rochester City",162847,1 
"27","02800","01","MN","Dodge, Fillmore, Houston & Mower Counties",100967,1 
"28","00100","01","MS","North Delta Region--DeSoto County--Southaven City",185314,1 
"28","00200","01","MS","Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",141811,1 
"28","00300","01","MS","North Delta Region",28064,0.2521 
"28","00300","02","MS","North Delta Region",83271,0.7479 
"28","00400","01","MS","Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties",144228,1 
"28","00500","01","MS","Three Rivers Region--Lee, Pontotoc, Union Counties & Tupelo City",142304,1 
"28","00600","01","MS","Golden Triangle Region--Columbus, Starkville, & West Point Cities",98598,0.5619 
"28","00600","03","MS","Golden Triangle Region--Columbus, Starkville, & West Point Cities",76876,0.4381 
"28","00700","02","MS","North Central Region",117158,1 
"28","00800","02","MS","South Delta Region",114801,1 
"28","00900","02","MS","Central Region--Madison & Rankin Counties",51909,0.382 
"28","00900","03","MS","Central Region--Madison & Rankin Counties",83979,0.618 
"28","01001","02","MS","Central Region--Byram, Terry, Utica & Vicksburg City",127806,1 
"28","01101","02","MS","Central Region--Jackson and Clinton Cities",149184,0.8622 
"28","01101","03","MS","Central Region--Jackson and Clinton Cities",23842,0.1378 
"28","01300","03","MS","Central Region--Rankin & Simpson Counties",182980,1 
"28","01400","02","MS","East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",21275,0.1804 
"28","01400","03","MS","East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",96641,0.8196 
"28","01500","03","MS","East Central Region--Clarke, Lauderdale & Newton Counties--Meridian City",109890,1 
"28","01600","02","MS","Southwest Region",74915,0.4255 
"28","01600","03","MS","Southwest Region",101131,0.5745 
"28","01700","03","MS","South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",40540,0.3113 
"28","01700","04","MS","South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",89676,0.6887 
"28","01800","03","MS","South Region--Forrest, Lamar, Marion & Perry Counties",24441,0.1371 
"28","01800","04","MS","South Region--Forrest, Lamar, Marion & Perry Counties",153891,0.8629 
"28","01900","04","MS","South Region--George, Hancock, Pearl River & Stone Counties",144881,1 
"28","02001","04","MS","South Region--Harrison County--Gulfport City",104625,1 
"28","02002","04","MS","South Region--Harrison County--Biloxi City",103996,1 
"28","02100","04","MS","South Region--Jackson County",143252,1 
"29","00100","06","MO","Northwest Missouri",109980,1 
"29","00200","06","MO","Buchanan, Andrew & DeKalb Counties",113957,1 
"29","00300","06","MO","Northeast Missouri",119298,1 
"29","00400","02","MO","Lincoln, Warren, Audrain, Pike & Montgomery Counties",23630,0.1586 
"29","00400","03","MO","Lincoln, Warren, Audrain, Pike & Montgomery Counties",23224,0.1559 
"29","00400","06","MO","Lincoln, Warren, Audrain, Pike & Montgomery Counties",102123,0.6855 
"29","00501","03","MO","Boone (Outside Columbia City), Cole, Callaway & Moniteau",141043,0.8611 
"29","00501","04","MO","Boone (Outside Columbia City), Cole, Callaway & Moniteau",22756,0.1389 
"29","00601","03","MO","Boone County--Columbia City",84063,0.5946 
"29","00601","04","MO","Boone County--Columbia City",57310,0.4054 
"29","00700","03","MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",17103,0.1275 
"29","00700","04","MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",76464,0.5698 
"29","00700","06","MO","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",40619,0.3027 
"29","00800","04","MO","Johnson, Lafayette, Ray, Clinton & Caldwell Counties",86997,0.6207 
"29","00800","06","MO","Johnson, Lafayette, Ray, Clinton & Caldwell Counties",53157,0.3793 
"29","00901","05","MO","Clay County (Northeast)",7184,0.0612 
"29","00901","06","MO","Clay County (Northeast)",110209,0.9388 
"29","00902","05","MO","Kansas City (North Central), Gladstone City & North Kansas City",135942,1 
"29","01000","06","MO","Platte County",106718,1 
"29","01101","05","MO","Jackson County--Kansas City (Central)",183021,1 
"29","01102","05","MO","Jackson County (North Central)",134039,1 
"29","01103","04","MO","Jackson County (East)",77663,0.5477 
"29","01103","05","MO","Jackson County (East)",50842,0.3585 
"29","01103","06","MO","Jackson County (East)",13303,0.0938 
"29","01104","05","MO","Jackson County (South Central)",112860,1 
"29","01105","05","MO","Jackson County--Kansas City (South)",145476,1 
"29","01200","04","MO","Cass & Bates Counties",123866,1 
"29","01300","04","MO","Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",84331,0.6894 
"29","01300","07","MO","Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",38001,0.3106 
"29","01400","04","MO","Laclede, Polk, Benton, Dallas & Hickory Counties",112302,1 
"29","01500","03","MO","Camden, Miller, Morgan & Moniteau Counties",52092,0.5011 
"29","01500","04","MO","Camden, Miller, Morgan & Moniteau Counties",51854,0.4989 
"29","01600","03","MO","Phelps, Gasconade, Osage, Maries & Pulaski Counties",36500,0.2702 
"29","01600","04","MO","Phelps, Gasconade, Osage, Maries & Pulaski Counties",53955,0.3994 
"29","01600","08","MO","Phelps, Gasconade, Osage, Maries & Pulaski Counties",44638,0.3304 
"29","01700","02","MO","Franklin & Carter Counties",104682,0.8195 
"29","01700","03","MO","Franklin & Carter Counties",23056,0.1805 
"29","01801","02","MO","St. Charles County (South)",49968,0.4327 
"29","01801","03","MO","St. Charles County (South)",65517,0.5673 
"29","01802","02","MO","St. Charles County (Northwest)",54745,0.3574 
"29","01802","03","MO","St. Charles County (Northwest)",98424,0.6426 
"29","01803","03","MO","St. Charles County (Northeast)",136608,1 
"29","01901","01","MO","St. Louis County (Northeast)",123853,1 
"29","01902","01","MO","St. Louis County (Northwest)",99706,0.8517 
"29","01902","02","MO","St. Louis County (Northwest)",17361,0.1483 
"29","01903","01","MO","St. Louis County (Inner Ring North)",164138,1 
"29","01904","02","MO","St. Louis County (West)",107956,1 
"29","01905","01","MO","St. Louis County (Inner Ring Central)",66259,0.6413 
"29","01905","02","MO","St. Louis County (Inner Ring Central)",37064,0.3587 
"29","01906","02","MO","St. Louis County (Southwest)",119912,1 
"29","01907","01","MO","St. Louis County (Inner Ring South)",13830,0.0857 
"29","01907","02","MO","St. Louis County (Inner Ring South)",147545,0.9143 
"29","01908","02","MO","St. Louis County (Southeast)",106501,1 
"29","02001","01","MO","St. Louis City (North)",126144,1 
"29","02002","01","MO","St. Louis City (South)",175434,1 
"29","02101","03","MO","Jefferson County (North)",19412,0.172 
"29","02101","08","MO","Jefferson County (North)",93458,0.828 
"29","02102","03","MO","Jefferson County (South)",48808,0.4286 
"29","02102","08","MO","Jefferson County (South)",65061,0.5714 
"29","02200","03","MO","St. Francois, Washington, Perry & Ste. Genevieve Counties",23514,0.1839 
"29","02200","08","MO","St. Francois, Washington, Perry & Ste. Genevieve Counties",104357,0.8161 
"29","02300","08","MO","Cape Girardeau & Scott Counties",119769,1 
"29","02400","08","MO","Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties",112194,1 
"29","02500","08","MO","Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties",118696,1 
"29","02600","08","MO","Howell, Texas, Wright, Douglas, Oregon & Ozark Counties",111191,1 
"29","02701","04","MO","Christian, Greene (Outside Springfield City) & Webster Counties",21866,0.1288 
"29","02701","07","MO","Christian, Greene (Outside Springfield City) & Webster Counties",147926,0.8712 
"29","02702","07","MO","Greene County--Springfield City (North)",124577,1 
"29","02703","07","MO","Greene County--Springfield City (South)",132473,1 
"29","02800","07","MO","Taney, Barry, Stone & McDonald Counties",144979,1 
"29","02900","07","MO","Jasper & Newton Counties",181409,1 
"30","00100","01","MT","Flathead, Glacier & Lincoln Counties--Kalispell City",137812,1 
"30","00200","01","MT","Lake, Mineral, Missoula & Sanders Counties--Missoula City",165991,1 
"30","00300","01","MT","Southwest Montana--Butte-Silver Bow & Hamilton City",116977,1 
"30","00400","01","MT","Gallatin County--Bozeman City",118960,1 
"30","00500","02","MT","Lewis and Clark & Cascade Counties--Great Falls & Helena City",155387,1 
"30","00600","01","MT","Central Montana--Havre & Livingston City",2372,0.0182 
"30","00600","02","MT","Central Montana--Havre & Livingston City",128095,0.9818 
"30","00700","02","MT","Eastern Montana--Sidney & Miles City",148517,1 
"30","00800","02","MT","Billings City",110114,1 
"31","00100","03","NE","North Central & Northwest Nebraska",105556,1 
"31","00200","01","NE","Northeast Nebraska",95318,0.5157 
"31","00200","03","NE","Northeast Nebraska",89522,0.4843 
"31","00300","03","NE","Central Nebraska",109843,1 
"31","00400","03","NE","Southwest Nebraska",102289,1 
"31","00500","03","NE","South Central Nebraska",116501,1 
"31","00600","01","NE","Southeast Nebraska",28570,0.2073 
"31","00600","03","NE","Southeast Nebraska",109259,0.7927 
"31","00701","01","NE","Dodge, Cass, Saunders & Washington Counties",63765,0.5964 
"31","00701","02","NE","Dodge, Cass, Saunders & Washington Counties",22278,0.2084 
"31","00701","03","NE","Dodge, Cass, Saunders & Washington Counties",20865,0.1952 
"31","00702","01","NE","Sarpy County--Bellevue City",143561,0.7532 
"31","00702","02","NE","Sarpy County--Bellevue City",47043,0.2468 
"31","00801","01","NE","Lancaster County--Lincoln City (North)",171287,1 
"31","00802","01","NE","Lancaster County--Lincoln City (South)",151321,1 
"31","00901","02","NE","Douglas County--Omaha City (Northwest)",196880,1 
"31","00902","02","NE","Douglas County--Omaha City (Southwest)",159143,1 
"31","00903","02","NE","Douglas County--Omaha City (Northeast)",114458,1 
"31","00904","02","NE","Douglas County--Omaha City (Southeast)",114045,1 
"32","00101","02","NV","Washoe County (North)--Sparks City",157689,1 
"32","00102","02","NV","Washoe County (South Central)--Reno City",195423,1 
"32","00103","02","NV","Washoe County (South)",133380,1 
"32","00200","02","NV","Rural Nevada",119830,0.6613 
"32","00200","04","NV","Rural Nevada",61365,0.3387 
"32","00300","02","NV","Carson City, Lyon, Douglas & Storey Counties",171095,0.9978 
"32","00300","04","NV","Carson City, Lyon, Douglas & Storey Counties",371,0.0022 
"32","00401","04","NV","Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities",141403,1 
"32","00402","01","NV","Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",69995,0.432 
"32","00402","04","NV","Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",92017,0.568 
"32","00403","01","NV","Clark County (Central)--Greater North Las Vegas City",12,0.0001 
"32","00403","04","NV","Clark County (Central)--Greater North Las Vegas City",215679,0.9999 
"32","00404","03","NV","Clark County (Northwest Central)--Northwest Las Vegas Valley",41793,0.27 
"32","00404","04","NV","Clark County (Northwest Central)--Northwest Las Vegas Valley",112991,0.73 
"32","00405","03","NV","Clark County (West)--Las Vegas City (Southwest)",152802,0.9556 
"32","00405","04","NV","Clark County (West)--Las Vegas City (Southwest)",7098,0.0444 
"32","00406","01","NV","Las Vegas City (South Central)",71,0.0005 
"32","00406","03","NV","Las Vegas City (South Central)",33830,0.2385 
"32","00406","04","NV","Las Vegas City (South Central)",107939,0.761 
"32","00407","01","NV","Las Vegas City (Southeast)",96705,0.7302 
"32","00407","04","NV","Las Vegas City (Southeast)",35724,0.2698 
"32","00408","01","NV","Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",158615,0.9897 
"32","00408","03","NV","Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",1657,0.0103 
"32","00409","01","NV","Clark County (Central)--Paradise (Northwest) & Winchester",115042,0.7266 
"32","00409","03","NV","Clark County (Central)--Paradise (Northwest) & Winchester",43290,0.2734 
"32","00410","03","NV","Clark County (Central)--Spring Valley (East)",107325,1 
"32","00411","03","NV","Clark County (Central)--Spring Valley (West)",135714,1 
"32","00412","01","NV","Clark County (Central)--Paradise (South) & Enterprise",5417,0.0332 
"32","00412","03","NV","Clark County (Central)--Paradise (South) & Enterprise",157726,0.9668 
"32","00413","01","NV","Clark County (Central)--Henderson City (Central South)",112168,0.9865 
"32","00413","03","NV","Clark County (Central)--Henderson City (Central South)",1538,0.0135 
"32","00414","01","NV","Clark County (Central)--Henderson City (West)",125395,0.9987 
"32","00414","03","NV","Clark County (Central)--Henderson City (West)",157,0.0013 
"32","00415","01","NV","Clark County (South)--Henderson (East) & Boulder Cities",90338,0.4672 
"32","00415","03","NV","Clark County (South)--Henderson (East) & Boulder Cities",99467,0.5144 
"32","00415","04","NV","Clark County (South)--Henderson (East) & Boulder Cities",3553,0.0184 
"33","00100","02","NH","Grafton, Sullivan, Coos Counties",165449,1 
"33","00201","01","NH","Central Region--Byram, Terry, Utica & Vicksburg City",107142,0.7941 
"33","00201","02","NH","Central Region--Byram, Terry, Utica & Vicksburg City",27785,0.2059 
"33","00301","01","NH","Strafford & Rockingham (Northern) Counties",145548,0.9691 
"33","00301","02","NH","Strafford & Rockingham (Northern) Counties",4641,0.0309 
"33","00401","02","NH","Central New Hampshire--Merrimack County (Central), Concord City",117822,1 
"33","00501","02","NH","Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties",109109,1 
"33","00601","01","NH","Manchester City",115644,1 
"33","00602","01","NH","Greater Nashua City (East)",26632,0.2532 
"33","00602","02","NH","Greater Nashua City (East)",78562,0.7468 
"33","00603","02","NH","Greater Nashua City (West)",112349,1 
"33","00701","01","NH","Outer Manchester City",132104,0.7864 
"33","00701","02","NH","Outer Manchester City",35872,0.2136 
"33","00801","01","NH","Seacoast Region--Rockingham County (Southern), Portsmouth City",161694,0.8131 
"33","00801","02","NH","Seacoast Region--Rockingham County (Southern), Portsmouth City",37176,0.1869 
"34","00101","02","NJ","Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast",145982,1 
"34","00102","02","NJ","Atlantic County (Outside Somers Point City)--West to Hammonton Town",118083,1 
"34","00301","05","NJ","Bergen County (South Central)--Hackensack & Teaneck",109278,1 
"34","00302","09","NJ","Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights",125216,1 
"34","00303","05","NJ","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",69787,0.5119 
"34","00303","09","NJ","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",66555,0.4881 
"34","00304","05","NJ","Bergen County (West Central)--Fair Lawn, Garfield & Lodi",34927,0.2697 
"34","00304","09","NJ","Bergen County (West Central)--Fair Lawn, Garfield & Lodi",94577,0.7303 
"34","00305","05","NJ","Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",126560,1 
"34","00306","05","NJ","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",80790,0.7722 
"34","00306","09","NJ","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",23827,0.2278 
"34","00307","05","NJ","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",104739,0.8895 
"34","00307","09","NJ","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",13009,0.1105 
"34","00308","05","NJ","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood",106467,1 
"34","00501","09","NJ","Passaic County (South)--Passaic & Clifton (SE)",143175,1 
"34","00502","09","NJ","Passaic County (Central)--Hawthorne",61646,0.54 
"34","00502","11","NJ","Passaic County (Central)--Hawthorne",52520,0.46 
"34","00503","09","NJ","Passaic County--Paterson",159732,1 
"34","00504","05","NJ","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",55691,0.5203 
"34","00504","09","NJ","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",23792,0.2223 
"34","00504","11","NJ","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",27562,0.2575 
"34","00601","08","NJ","Hudson County (Central)--Jersey City (North)",143614,0.8657 
"34","00601","10","NJ","Hudson County (Central)--Jersey City (North)",22275,0.1343 
